Market Segment,Country/Region,Sales,Profit
Healthcare,France,4772.02,1948.33
Education,USA,15197.82,1756.24
Education,Brazil,8899.84,1538.6
Healthcare,China,46555.18,12329.23
Education,UK,40597.9,18093.64
Finance,Brazil,32036.78,5139.44
Finance,Brazil,43701.57,17028.58
Education,Germany,40379.93,5390.14
Healthcare,USA,10141.93,2909.39
Finance,Canada,44735.39,17518.27
Technology,France,27427.77,3452.75
Finance,India,40564.57,7370.4
Manufacturing,Japan,44908.47,18714.42
Finance,Japan,16582.17,2742.81
Healthcare,Canada,6392.54,2346.16
Healthcare,UK,12168.82,4342.74
Finance,China,21928.28,6757.36
Technology,Brazil,41082.72,7423.0
Technology,Brazil,43175.8,11518.27
Technology,USA,1340.65,467.5
Technology,France,26026.62,11781.98
Healthcare,Australia,21453.14,8991.91
Technology,Australia,11883.28,4075.23
Technology,China,6873.4,1315.49
Finance,India,17543.14,3274.95
Education,Brazil,47202.58,20087.29
Education,UK,16836.94,6158.43
Technology,France,26420.74,6426.16
Technology,Germany,35447.93,17319.59
Education,Germany,18817.85,8579.14
Technology,UK,48617.32,17920.57
Technology,Brazil,48159.92,11928.82
Finance,Canada,13337.33,2980.93
Healthcare,France,25365.18,12067.57
Education,Canada,15743.04,4366.91
Technology,Germany,14957.18,6282.12
Healthcare,Canada,2807.46,1336.04
Manufacturing,Japan,30868.65,9161.9
Technology,Australia,25631.27,9259.13
Technology,UK,3522.46,473.78
Education,China,14653.68,5290.45
Finance,China,45505.03,8465.46
Manufacturing,Australia,12738.53,4690.46
Technology,China,8099.85,1137.37
Technology,Brazil,24983.19,7447.07
Technology,India,49296.87,15203.49
Education,Germany,12860.71,3773.43
Education,Canada,33934.64,13665.13
Technology,USA,38319.36,15397.04
Education,UK,12644.24,4837.07
Education,China,36682.6,12936.2
Education,Australia,19021.37,8783.25
Healthcare,UK,31982.99,10562.56
Healthcare,UK,32042.96,7668.8
Manufacturing,Canada,27252.96,3370.52
Technology,India,5424.2,1704.97
Manufacturing,Japan,41929.82,8012.66
Manufacturing,Germany,16718.22,4259.55
Finance,Brazil,10139.41,1216.51
Education,Japan,2997.98,1068.33
Manufacturing,Australia,29953.75,13619.24
Finance,Australia,34200.65,7868.08
Education,Japan,1812.8,764.91
Finance,China,26092.56,3927.5
Finance,USA,12098.29,4709.32
Healthcare,Brazil,32613.47,4301.85
Finance,Australia,9543.96,1941.74
Education,Japan,34855.95,8508.22
Finance,USA,19950.03,3246.18
Finance,UK,46899.77,8151.13
Finance,Brazil,7738.53,2937.31
Finance,Canada,17712.25,2449.73
Finance,UK,6560.2,3106.67
Manufacturing,USA,46309.99,18864.15
Finance,UK,43989.63,10676.0
Manufacturing,USA,13639.14,4794.22
Technology,UK,33339.22,12927.83
Technology,India,41043.89,13864.37
Finance,Germany,28204.84,9795.62
Education,France,26952.88,12570.49
Healthcare,Japan,12850.76,5814.17
Manufacturing,Australia,5562.04,2589.25
Finance,USA,44963.57,20417.25
Education,India,45120.48,16882.16
Healthcare,USA,32021.97,9500.99
Education,China,17612.46,5194.86
Healthcare,France,18111.27,7400.71
Healthcare,China,36571.83,17173.46
Finance,USA,44958.4,6079.45
Technology,Australia,44467.23,20042.74
Education,Germany,39213.9,17249.07
Education,India,32459.55,4383.21
Finance,UK,5122.86,1857.65
Manufacturing,Brazil,8919.81,4359.61
Technology,France,45029.16,19842.68
Education,Brazil,30715.02,3843.59
Healthcare,Australia,1450.66,681.92
Finance,Canada,5972.11,1010.68
Education,UK,33511.59,4322.67
Technology,China,1248.02,238.54
Manufacturing,France,8879.59,2604.35
Healthcare,USA,27887.96,11882.78
Education,China,34902.86,7219.58
Education,China,32946.1,8437.52
Finance,USA,11989.2,1875.49
Healthcare,Australia,35896.78,7775.98
Manufacturing,Australia,12625.21,5818.05
Technology,Germany,16944.59,6308.76
Education,Japan,37578.08,13887.72
Manufacturing,Canada,32832.01,6564.31
Healthcare,Japan,42611.95,6753.4
Technology,Canada,33223.03,15115.52
Education,Japan,28847.12,13773.31
Healthcare,India,5590.06,678.82
Manufacturing,Germany,19018.07,5934.87
Education,China,13994.92,3861.59
Education,France,12955.49,5122.1
Technology,France,48677.52,10744.0
Healthcare,Canada,20261.79,7055.78
Healthcare,Germany,44710.28,5947.95
Healthcare,China,31925.79,13701.96
Manufacturing,Japan,39945.75,7808.55
Healthcare,Brazil,25629.22,5781.19
Education,China,29268.29,7355.04
Education,Brazil,25133.37,4590.52
Technology,France,10566.91,4475.71
Finance,China,36400.15,4639.92
Manufacturing,Canada,14757.85,6986.56
Healthcare,France,2191.48,1034.9
Manufacturing,China,32628.14,14060.93
Education,India,9678.42,4653.95
Finance,Canada,47082.47,19042.83
Manufacturing,USA,47742.5,15517.88
Education,China,45828.36,17811.13
Finance,India,19137.78,1944.02
Finance,France,1757.37,657.56
Healthcare,Brazil,46487.61,5430.25
Finance,Germany,21981.02,10002.69
Finance,Brazil,48366.09,22181.19
Finance,Canada,48217.38,7026.62
Finance,India,42797.46,15914.32
Manufacturing,China,15428.0,5666.05
Healthcare,France,19869.79,5945.69
Technology,Japan,42705.7,4698.03
Technology,China,16529.18,2407.33
Healthcare,Canada,9305.14,3384.38
Technology,Brazil,28283.26,8820.06
Healthcare,Brazil,46871.58,5554.4
Education,Brazil,35105.46,10778.17
Finance,UK,28933.0,12721.68
Manufacturing,India,5761.65,2628.39
Finance,Australia,31135.35,11793.92
Finance,UK,49512.64,18074.97
Education,Brazil,7864.12,3205.75
Technology,USA,26398.15,4048.57
Technology,France,43991.28,7745.9
Technology,UK,37297.66,10976.48
Manufacturing,Brazil,35153.77,9857.44
Education,UK,35421.72,6154.32
Education,UK,18615.07,6911.84
Healthcare,India,15386.0,6099.54
Finance,Brazil,40658.7,8470.73
Education,Canada,40695.56,9163.62
Finance,China,43486.54,8824.81
Healthcare,Brazil,45748.79,9673.19
Education,France,26055.78,6406.31
Manufacturing,China,25574.3,7069.67
Technology,India,40116.46,11781.15
Manufacturing,France,32848.23,9656.17
Education,Germany,35396.38,12279.42
Education,Germany,39993.84,9504.16
Healthcare,Canada,44610.26,13444.04
Manufacturing,Canada,17561.76,5311.37
Finance,India,19403.56,2690.81
Education,UK,5605.12,1971.55
Manufacturing,Germany,29335.73,6197.67
Technology,France,2761.17,327.98
Healthcare,China,23814.3,8545.54
Healthcare,Australia,27589.59,3293.29
Finance,Japan,15040.52,4162.51
Education,India,29950.83,10436.66
Finance,Australia,2494.51,1245.85
Education,Germany,2830.06,866.14
Technology,France,41307.43,9388.29
Education,Brazil,18649.34,5535.23
Manufacturing,Canada,7225.97,1288.26
Manufacturing,China,26589.92,7317.02
Healthcare,Brazil,38729.68,17398.6
Technology,India,11575.23,1787.79
Technology,UK,31521.63,9836.62
Manufacturing,Canada,5182.03,1805.02
Technology,China,3532.4,795.51
Finance,Canada,27036.38,10662.22
Education,Brazil,27491.12,10047.51
Finance,France,32234.07,9205.91
Technology,Japan,36578.48,13022.98
Manufacturing,USA,48816.75,21289.31
Technology,Brazil,26298.72,8945.88
Technology,Brazil,16824.87,5510.44
Finance,Australia,39964.12,13930.32
Education,China,14270.78,5283.47
Finance,Japan,22509.6,5880.89
Manufacturing,France,4844.36,2105.97
Healthcare,USA,2242.19,1052.84
Healthcare,UK,48169.77,16798.98
Finance,Germany,41963.03,19080.22
Manufacturing,India,35102.74,13965.98
Technology,Japan,21038.69,5663.32
Finance,China,9491.42,2832.31
Healthcare,Canada,8665.42,2842.71
Education,UK,13261.9,6307.71
Finance,Australia,27912.11,10026.92
Technology,China,36015.2,10927.65
Healthcare,Germany,33349.67,4981.09
Finance,Germany,14716.76,5397.4
Education,UK,47788.4,15382.64
Healthcare,France,37156.95,17686.83
Technology,India,28163.35,6669.45
Manufacturing,China,30974.32,12952.76
Technology,UK,21560.4,4592.6
Finance,Canada,13138.82,2216.66
Manufacturing,France,18442.66,1934.21
Finance,Japan,38134.46,17472.0
Manufacturing,China,1705.28,473.81
Manufacturing,Australia,6687.56,1420.96
Technology,Germany,3254.13,850.16
Technology,UK,2995.71,1152.57
Technology,India,42917.57,11043.02
Technology,UK,35479.24,6751.43
Education,UK,24234.52,3274.47
Healthcare,Canada,5793.87,2020.27
Healthcare,China,25089.18,12270.5
Education,UK,24200.12,8564.85
Manufacturing,Germany,9486.89,4541.9
Education,India,22258.73,10043.16
Healthcare,Japan,20526.73,3332.23
Manufacturing,Germany,31176.65,14079.9
Technology,Germany,32119.59,3225.97
Healthcare,Canada,3219.9,978.39
Technology,Germany,19356.02,5982.7
Healthcare,USA,31667.14,12373.3
Healthcare,India,25653.68,10323.26
Manufacturing,Germany,42968.0,8278.54
Healthcare,Japan,33275.99,15067.73
Education,Germany,8983.79,1542.02
Manufacturing,Brazil,4457.87,2160.25
Education,UK,32478.54,16046.05
Finance,Germany,2299.05,870.7
Manufacturing,Australia,29703.0,10677.36
Finance,Canada,47071.28,23144.07
Manufacturing,Canada,29198.23,5746.25
Finance,China,20020.33,7148.54
Finance,India,32521.12,8535.71
Technology,Canada,23454.39,3917.6
Finance,UK,27735.22,4191.04
Manufacturing,Brazil,47131.78,17917.14
Finance,Germany,19919.03,3816.36
Manufacturing,UK,48098.34,16341.18
Technology,Germany,45362.18,8847.73
Education,Japan,10593.77,2982.47
Finance,USA,4398.7,1745.99
Finance,Australia,5938.12,1848.27
Finance,USA,1892.87,849.12
Finance,USA,5627.71,1747.51
Education,Australia,34467.33,6124.69
Finance,India,4488.24,2059.39
Education,China,16629.81,4442.88
Education,Japan,42398.89,18951.65
Technology,India,2140.32,412.99
Finance,Canada,40908.96,14500.9
Education,USA,14810.88,2460.24
Technology,UK,6790.08,896.47
Manufacturing,Germany,35140.12,17554.54
Technology,China,31818.2,3315.85
Education,Canada,43996.13,14804.64
Technology,Brazil,37018.48,3900.75
Manufacturing,UK,40370.57,12946.55
Technology,Japan,14819.69,2074.22
Healthcare,France,9694.54,4023.37
Manufacturing,Germany,37780.12,8201.41
Manufacturing,Canada,40534.9,9636.64
Healthcare,India,49534.75,9952.87
Education,USA,21218.27,3088.76
Education,UK,19228.89,5771.25
Technology,Brazil,39044.24,10896.05
Education,Australia,17699.37,5588.98
Finance,France,46607.11,16329.33
Healthcare,Canada,43062.22,5833.16
Technology,Germany,22020.71,5844.37
Healthcare,Brazil,37792.68,12736.95
Finance,USA,37972.6,8705.42
Finance,Canada,6053.07,1068.76
Manufacturing,Brazil,45225.09,15490.5
Manufacturing,China,25757.37,9977.55
Manufacturing,India,41496.42,16608.48
Technology,India,16682.43,3841.07
Manufacturing,USA,44880.64,6264.73
Finance,Brazil,20070.88,9357.69
Manufacturing,India,1531.04,574.33
Manufacturing,Germany,45363.72,21746.41
Healthcare,China,5473.05,866.0
Healthcare,China,16646.37,6040.98
Manufacturing,India,47553.04,8490.25
Healthcare,USA,47579.75,21247.87
Healthcare,Germany,29098.46,8956.84
Manufacturing,Canada,31960.02,10005.65
Education,Germany,22973.83,10850.38
Technology,USA,15367.33,3405.73
Finance,Brazil,17104.56,5945.62
Manufacturing,Brazil,33953.4,5355.47
Finance,China,37866.35,9287.52
Finance,China,39787.37,7078.29
Manufacturing,UK,39691.29,7165.24
Education,Germany,5469.1,1993.15
Finance,Australia,25226.59,5413.49
Healthcare,Canada,3820.38,765.65
Technology,Brazil,27926.92,11818.81
Finance,Australia,22634.99,6553.44
Healthcare,France,44497.5,11213.26
Manufacturing,Australia,18194.84,7752.1
Manufacturing,USA,6736.28,1990.46
Finance,Japan,8006.59,3410.62
Manufacturing,UK,38314.02,8712.16
Manufacturing,UK,31292.69,15169.63
Finance,Brazil,5955.01,2795.66
Manufacturing,Germany,5121.23,2199.27
Manufacturing,Canada,35347.49,6542.91
Manufacturing,France,4565.39,1785.06
Education,China,41271.14,17624.59
Technology,Brazil,35605.87,8736.06
Healthcare,China,4986.09,778.51
Technology,India,5157.05,1071.93
Education,Germany,49345.34,16493.35
Education,China,19339.27,3881.59
Education,USA,19161.47,6987.34
Manufacturing,UK,40827.18,10482.23
Healthcare,Japan,47415.18,9020.02
Technology,India,49314.05,17025.69
Education,India,37915.53,4910.36
Manufacturing,India,19436.72,6801.57
Finance,Japan,5091.54,2493.63
Healthcare,Germany,39080.2,15029.16
Technology,USA,28361.81,6558.13
Technology,France,21786.88,10033.16
Manufacturing,Australia,45411.36,14129.2
Manufacturing,China,6448.68,2007.84
Manufacturing,Australia,25138.63,6318.01
Finance,Australia,1556.33,188.14
Technology,China,23964.37,4984.17
Finance,UK,3758.86,1606.24
Technology,Australia,6822.08,1391.0
Manufacturing,Australia,6758.79,1790.72
Healthcare,France,32811.3,11601.97
Manufacturing,China,37556.2,7998.27
Education,Brazil,29585.07,12565.82
Finance,Japan,48146.45,22122.71
Technology,UK,19368.66,2414.83
Manufacturing,France,14999.89,4947.51
Healthcare,India,43561.36,10444.74
Finance,France,11956.2,3846.7
Finance,Australia,48197.9,15362.09
Finance,Australia,1595.57,165.93
Finance,USA,48524.06,17438.77
Finance,France,3114.84,580.51
Manufacturing,China,44666.01,14456.1
Finance,UK,26857.35,12304.78
Finance,Japan,49655.28,8784.78
Finance,Germany,4616.03,960.43
Finance,Canada,28138.86,3530.3
Finance,India,48495.82,14388.56
Technology,Japan,26631.79,11932.09
Finance,Canada,31840.53,10122.84
Healthcare,France,35091.69,8456.85
Education,France,23272.51,10759.5
Finance,India,31750.35,9934.93
Technology,Japan,29631.4,14503.97
Healthcare,Germany,45156.74,18066.8
Finance,Canada,3226.87,1498.99
Finance,Japan,14767.2,5306.21
Finance,Germany,47570.16,23582.61
Manufacturing,France,44622.93,13840.79
Manufacturing,Japan,23327.18,8310.09
Healthcare,USA,31386.5,4823.63
Manufacturing,Japan,14591.68,6926.53
Education,USA,10217.94,2390.94
Technology,USA,23721.22,8682.4
Technology,UK,18314.26,4472.53
Technology,USA,29599.15,13440.33
Healthcare,Canada,4809.0,693.19
Manufacturing,Australia,48745.35,22451.73
Education,UK,49324.33,17277.59
Finance,USA,35209.92,16992.37
Technology,Canada,27268.72,8219.84
Technology,France,16166.85,4806.31
Education,China,40875.96,9953.69
Technology,Australia,34551.83,8002.25
Technology,France,8968.23,1339.25
Healthcare,Australia,45635.43,10538.05
Education,India,41304.32,14194.09
Manufacturing,UK,47540.2,6359.24
Manufacturing,Germany,36560.26,6375.43
Education,Japan,31057.34,13788.79
Technology,India,21493.91,2934.16
Education,Canada,46703.7,9178.0
Technology,France,43437.13,4409.77
Healthcare,China,3215.71,1246.16
Manufacturing,India,2291.98,1009.24
Healthcare,USA,19446.7,8786.3
Education,Germany,40717.11,18733.11
Manufacturing,Brazil,49376.53,12909.61
Education,Brazil,8370.43,2710.37
Manufacturing,UK,30112.41,11174.72
Education,China,19663.65,9160.44
Manufacturing,Canada,48525.81,20311.89
Manufacturing,France,42263.83,12494.65
Finance,China,42078.11,12787.0
Finance,Australia,23965.96,5620.59
Manufacturing,Canada,21326.16,2232.08
Finance,Germany,14396.95,2271.11
Finance,Australia,3762.4,875.35
Manufacturing,China,43371.4,14848.65
Healthcare,India,40832.15,15745.41
Technology,India,49986.17,22814.04
Technology,China,49835.21,16037.31
Manufacturing,China,28216.15,7270.07
Finance,Germany,38680.38,14565.51
Healthcare,Japan,47293.52,12142.36
Healthcare,Germany,42632.72,6113.16
Education,USA,13120.06,1333.59
Manufacturing,Germany,23076.66,8846.62
Healthcare,Australia,7328.81,3368.6
Technology,Australia,47748.5,17725.74
Education,Japan,30702.56,3408.66
Manufacturing,Australia,12203.5,2291.29
Finance,Germany,33913.33,16229.14
Healthcare,France,31288.28,12010.91
Education,USA,18549.97,7326.94
Technology,Canada,6564.32,2773.62
Healthcare,Brazil,33907.09,15767.97
Technology,China,26495.08,7304.2
Technology,Japan,38843.6,10567.66
Education,France,26488.01,2893.49
Technology,China,42756.89,20303.66
Healthcare,China,28043.44,4268.34
Finance,China,28485.96,7983.69
Education,Japan,43956.03,14945.82
Education,Japan,20770.66,10333.15
Education,UK,7566.75,1965.19
Education,UK,2410.35,885.77
Manufacturing,UK,38001.73,18281.57
Manufacturing,Japan,31395.17,10316.15
Healthcare,Germany,35499.91,11137.65
Technology,Japan,11435.24,3764.65
Manufacturing,Australia,7682.2,3281.42
Education,Germany,1712.69,200.43
Manufacturing,USA,18178.79,7345.05
Education,Canada,29905.97,5051.19
Education,Brazil,20219.96,8227.44
Technology,Australia,22436.27,9423.75
Manufacturing,UK,45303.78,15877.29
Healthcare,Brazil,18064.52,4979.44
Healthcare,Germany,26185.48,10290.83
Healthcare,UK,39399.0,4240.22
Technology,USA,20430.6,7344.7
Technology,Japan,31482.25,6073.88
Finance,China,43255.82,15752.77
Technology,Germany,47526.51,7371.67
Technology,Australia,8206.6,1410.09
Finance,USA,46402.79,13026.22
Technology,UK,25113.7,7834.94
Manufacturing,Brazil,13653.98,3639.14
Education,UK,23497.65,8093.43
Manufacturing,UK,49021.6,5950.44
Healthcare,China,25138.29,4457.69
Manufacturing,USA,17108.83,1735.97
Healthcare,USA,32036.64,10457.57
Healthcare,UK,12767.14,4803.78
Technology,India,4717.3,1384.27
Manufacturing,France,7315.11,2081.08
Education,USA,7274.25,1966.17
Technology,China,8443.23,1978.99
Healthcare,France,7802.53,2616.3
Education,Australia,32402.86,3319.83
Finance,India,9912.12,3352.17
Healthcare,Germany,17937.7,5308.67
Education,USA,44942.63,15739.12
Education,Germany,24224.12,10701.54
Manufacturing,Australia,33710.33,14545.66
Finance,China,9443.67,3993.18
Manufacturing,USA,10422.16,2757.66
Technology,Brazil,3002.56,768.6
Technology,Australia,9277.82,1695.5
Healthcare,USA,14650.93,1650.75
Technology,Brazil,9673.51,2922.02
Education,Japan,5346.42,2619.14
Technology,France,6911.16,2770.47
Manufacturing,China,23578.16,7521.24
Education,France,11110.35,2435.6
Manufacturing,Australia,18849.22,2803.69
Healthcare,France,25667.45,5275.15
Finance,India,34829.35,10925.92
Healthcare,Australia,2926.29,1023.1
Manufacturing,USA,40171.11,9897.06
Technology,Brazil,31767.12,4509.77
Technology,Canada,5006.19,1027.13
Education,Australia,43805.35,8884.17
Technology,India,46122.75,14484.6
Manufacturing,Germany,3992.82,564.29
Manufacturing,China,14567.0,3136.02
Healthcare,Japan,40503.86,9617.22
Manufacturing,France,37664.72,11709.62
Healthcare,UK,10041.53,2204.01
Manufacturing,Germany,11258.12,1800.61
Education,Canada,19153.13,2110.48
Manufacturing,Brazil,24741.63,4186.46
Healthcare,Germany,31294.48,13453.34
Technology,China,19076.77,4580.55
Technology,USA,23664.2,7468.23
Technology,USA,37626.08,11137.67
Finance,Australia,2797.48,588.89
Education,Germany,13369.41,5847.64
Finance,China,35954.13,17094.51
Manufacturing,Australia,44865.14,8298.01
Finance,Germany,26072.19,11027.79
Technology,Germany,27073.56,10892.12
Technology,Brazil,6251.43,2721.3
Healthcare,Germany,22923.21,6041.31
Education,Germany,27098.25,10148.45
Technology,China,12881.05,2267.13
Education,China,14192.92,6915.47
Finance,China,19486.92,7581.93
Education,USA,1983.49,259.06
Finance,Germany,16781.88,7571.92
Finance,UK,11360.95,5494.5
Education,Canada,17047.37,3979.84
Education,Japan,6868.34,2167.37
Technology,USA,44635.84,22173.75
Finance,Australia,30086.03,8435.47
Finance,Germany,34276.01,12554.98
Manufacturing,China,39669.39,11146.33
Technology,Australia,25423.67,3311.82
Healthcare,China,5259.09,1597.85
Technology,Australia,27318.22,11766.01
Technology,Canada,29755.21,3469.67
Technology,Brazil,37526.53,10372.29
Finance,Japan,22151.32,9500.98
Manufacturing,Brazil,7251.43,1750.29
Technology,India,14905.02,7317.78
Education,Brazil,18791.03,4759.3
Technology,USA,32649.94,13492.91
Healthcare,Japan,28968.14,5742.4
Manufacturing,UK,18448.74,4297.65
Finance,Canada,49339.25,19164.05
Education,Brazil,30682.97,3768.32
Finance,Canada,12624.11,1735.97
Manufacturing,Australia,5987.34,1237.64
Healthcare,Germany,8490.1,1700.7
Technology,France,13051.93,1649.97
Education,France,8873.39,4336.88
Technology,France,10141.78,2204.93
Healthcare,UK,14969.66,5823.35
Manufacturing,Australia,9495.31,2442.33
Manufacturing,Australia,44941.51,22308.24
Education,USA,4931.45,770.02
Healthcare,Australia,26701.06,6667.89
Manufacturing,UK,21109.44,5756.17
Technology,India,49136.55,19012.18
Finance,Australia,6489.91,1936.61
Healthcare,Brazil,20494.92,8200.54
Manufacturing,USA,48504.05,21171.64
Technology,France,43409.85,9362.89
Technology,Canada,41036.53,17299.62
Finance,Canada,13637.24,4045.01
Education,China,9373.49,1224.31
Technology,Brazil,33763.52,7387.82
Healthcare,USA,46539.42,19600.88
Manufacturing,Canada,28281.38,7227.79
Healthcare,Germany,29009.02,3983.09
Education,Canada,14718.98,5230.24
Healthcare,India,38705.15,17034.92
Technology,Germany,10165.14,1556.72
Finance,UK,16860.28,5348.12
Manufacturing,Japan,21846.39,4000.18
Manufacturing,India,25872.91,6082.82
Manufacturing,Brazil,12878.08,3419.95
Technology,UK,6627.0,676.54
Manufacturing,Australia,30920.38,7491.51
Finance,Brazil,15142.9,3388.4
Manufacturing,Germany,29480.67,10829.65
Manufacturing,UK,8563.77,3871.18
Technology,Canada,24575.86,3492.29
Manufacturing,France,27096.88,7942.84
Finance,China,3539.35,745.65
Manufacturing,India,17493.61,8659.45
Manufacturing,Brazil,7586.32,3126.61
Education,China,4105.37,604.08
Education,France,49508.05,12254.86
Manufacturing,China,16795.34,2426.39
Technology,Germany,40683.85,16876.08
Finance,Japan,13477.39,3973.59
Manufacturing,Australia,34393.63,12344.38
Technology,Brazil,38251.17,12621.0
Finance,Japan,30186.3,5223.46
Technology,France,24107.23,2536.02
Manufacturing,Germany,21180.2,9490.65
Healthcare,UK,18094.55,2477.88
Technology,UK,46546.93,19390.73
Technology,USA,41700.35,7363.86
Manufacturing,Japan,48286.32,21299.55
Finance,Australia,7090.56,2393.05
Education,Germany,36812.51,9559.09
Education,China,46978.68,17069.28
Finance,Canada,9880.42,2069.96
Education,France,4258.32,1138.84
Education,Brazil,37314.91,16026.77
Technology,Australia,29149.18,3019.26
Healthcare,USA,42249.61,8178.82
Healthcare,Brazil,7848.85,3112.22
Manufacturing,Canada,39968.1,15498.87
Finance,Germany,10879.74,1800.18
Healthcare,Brazil,9019.14,4448.2
Manufacturing,USA,9049.02,3353.48
Manufacturing,UK,40914.16,10169.21
Manufacturing,China,33594.66,8074.58
Education,Australia,26630.21,8230.73
Education,USA,18582.69,2126.8
Technology,Brazil,43982.83,16969.51
Healthcare,USA,20229.81,2576.5
Technology,India,41013.37,14814.16
Finance,Australia,22517.61,9473.21
Education,India,19470.28,8997.39
Education,Brazil,23671.31,3764.99
Education,Canada,15767.52,6278.37
Education,USA,37632.86,18564.93
Technology,Canada,25633.3,3258.55
Education,USA,12378.42,1377.6
Education,UK,45079.15,8338.32
Manufacturing,Germany,19810.67,3605.71
Technology,UK,27634.09,6294.74
Technology,China,45417.13,21319.73
Finance,USA,31587.66,11789.43
Technology,China,6728.0,701.63
Manufacturing,Canada,47051.77,14028.18
Healthcare,Germany,31757.69,14300.06
Technology,UK,17410.38,5462.34
Education,Brazil,7824.33,1390.3
Education,Canada,39907.23,19218.63
Technology,Brazil,31383.57,6996.61
Finance,USA,27139.59,6514.41
Technology,Japan,44800.74,10865.07
Technology,USA,39641.26,10223.18
Healthcare,India,8432.07,3233.74
Healthcare,Japan,16274.38,3675.03
Technology,China,13175.97,3768.55
Education,Canada,37453.37,7692.88
Healthcare,Brazil,2643.09,801.3
Healthcare,France,28924.59,13853.16
Education,India,38360.48,8279.64
Technology,Brazil,43961.52,18752.65
Finance,Germany,17762.01,3331.97
Manufacturing,UK,41241.61,6511.11
Education,Brazil,6420.96,876.14
Manufacturing,France,42476.16,20895.95
Education,Germany,7246.94,2378.2
Education,China,20467.08,6256.95
Manufacturing,Canada,40067.47,4122.14
Manufacturing,Australia,8345.95,2451.35
Manufacturing,Canada,12233.32,4466.2
Manufacturing,Canada,36390.38,9606.31
Education,China,36281.79,5499.14
Manufacturing,India,32416.23,6712.73
