Market Segment,Country/Region,Sales,Profit
Technology,Australia,33934.64,6503.46
Manufacturing,France,38319.36,7384.76
Education,Australia,12644.24,5823.43
Education,India,36682.6,15904.35
Education,Japan,19021.37,6113.7
Manufacturing,Canada,31982.99,11080.32
Technology,UK,32042.96,9283.81
Technology,Brazil,27252.96,6994.92
Healthcare,Japan,5424.2,2528.71
Manufacturing,Japan,41929.82,6299.75
Finance,China,16718.22,4470.1
Manufacturing,UK,10139.41,2411.4
Healthcare,Germany,2997.98,897.18
Healthcare,Germany,29953.75,8478.49
Healthcare,UK,34200.65,10518.61
Technology,France,1812.8,282.74
Finance,UK,26092.56,7964.93
Healthcare,Brazil,12098.29,2382.97
Education,UK,32613.47,5666.02
Technology,France,9543.96,1201.91
Finance,France,34855.95,14118.79
Education,USA,19950.03,5406.0
Finance,Australia,46899.77,16445.75
Finance,France,7738.53,3026.05
Education,France,17712.25,6584.12
Manufacturing,Brazil,6560.2,1890.65
Finance,France,46309.99,11816.43
Manufacturing,China,43989.63,11014.3
Finance,USA,13639.14,4855.8
Education,China,33339.22,9932.34
Finance,Canada,41043.89,18045.06
Healthcare,India,28204.84,12688.82
Healthcare,USA,26952.88,4534.13
Finance,Australia,12850.76,1985.36
Education,Germany,5562.04,1958.73
Education,India,44963.57,9914.03
Technology,Australia,45120.48,4847.22
Education,India,32021.97,14584.63
Manufacturing,UK,17612.46,3359.76
Finance,UK,18111.27,8543.31
Healthcare,India,36571.83,14152.34
Education,Australia,44958.4,18210.91
Healthcare,UK,44467.23,8030.1
Technology,Brazil,39213.9,7594.86
Finance,USA,32459.55,10014.0
Education,UK,5122.86,864.94
Healthcare,Germany,8919.81,1981.74
Education,Germany,45029.16,10292.99
Technology,Canada,30715.02,5032.72
Healthcare,Germany,1450.66,264.13
Healthcare,China,5972.11,2480.94
Finance,India,33511.59,5592.36
Finance,India,1248.02,139.01
Healthcare,India,8879.59,3123.33
Finance,USA,27887.96,13676.07
Healthcare,China,34902.86,8114.41
Manufacturing,Canada,32946.1,4858.31
Education,Australia,11989.2,3934.31
Manufacturing,France,35896.78,16603.76
Manufacturing,UK,12625.21,5222.1
Education,USA,16944.59,5913.77
Healthcare,France,37578.08,8493.5
Healthcare,France,32832.01,10399.61
Finance,Brazil,42611.95,5816.44
Technology,Brazil,33223.03,12344.95
Healthcare,Australia,28847.12,11251.49
Education,USA,5590.06,2716.84
Technology,India,19018.07,3882.71
Education,France,13994.92,1502.81
Education,France,12955.49,4123.0
Education,UK,48677.52,18629.67
Technology,Canada,20261.79,8432.21
Manufacturing,USA,44710.28,7935.88
Education,UK,31925.79,6535.25
Finance,China,39945.75,12184.91
Healthcare,Australia,25629.22,5952.14
Healthcare,Brazil,29268.29,13001.11
Healthcare,Canada,25133.37,7276.21
Technology,India,10566.91,4436.32
Finance,China,36400.15,12093.87
Finance,Canada,14757.85,6039.44
Finance,UK,2191.48,510.77
Finance,China,32628.14,14113.85
Finance,Germany,9678.42,2030.81
Manufacturing,Canada,47082.47,14992.92
Finance,Japan,47742.5,8861.14
Finance,Australia,45828.36,13299.87
Technology,Japan,19137.78,4349.44
Technology,France,1757.37,363.22
Finance,USA,46487.61,22629.89
Manufacturing,UK,21981.02,3605.54
Finance,USA,48366.09,20068.56
Finance,India,48217.38,23803.28
Finance,Canada,42797.46,4620.44
Education,Brazil,15428.0,5856.64
Manufacturing,Brazil,19869.79,3997.1
Healthcare,Germany,42705.7,4962.19
Finance,Japan,16529.18,4316.69
Healthcare,Brazil,9305.14,4411.45
Manufacturing,China,28283.26,2961.43
Finance,France,46871.58,15709.21
Healthcare,Germany,35105.46,10551.25
Healthcare,Canada,28933.0,13001.15
Manufacturing,Australia,5761.65,769.76
Finance,Australia,31135.35,11601.36
Education,USA,49512.64,18420.87
Manufacturing,Australia,7864.12,2891.1
Education,USA,26398.15,12590.17
Finance,France,43991.28,18882.6
Healthcare,France,37297.66,4355.96
Manufacturing,Brazil,35153.77,10139.51
Manufacturing,Australia,35421.72,9180.64
Manufacturing,USA,18615.07,4170.87
Technology,France,15386.0,4316.31
Finance,Germany,40658.7,10314.2
Technology,Brazil,40695.56,11107.18
Manufacturing,UK,43486.54,21382.54
Manufacturing,Brazil,45748.79,6196.82
Education,Australia,26055.78,12217.35
Technology,Japan,25574.3,7470.12
Healthcare,Brazil,40116.46,14020.58
Finance,USA,32848.23,14192.84
Healthcare,France,35396.38,8643.27
Healthcare,France,39993.84,10885.07
Finance,Australia,44610.26,11768.52
Manufacturing,Australia,17561.76,4388.55
Education,Japan,19403.56,9123.78
Manufacturing,Australia,5605.12,2419.01
Manufacturing,USA,29335.73,4212.61
Technology,Australia,2761.17,395.54
Healthcare,UK,23814.3,6457.2
Healthcare,Germany,27589.59,3847.73
Healthcare,USA,15040.52,5228.65
Education,Japan,29950.83,4716.56
Education,Germany,2494.51,770.68
Education,France,2830.06,291.18
Finance,Brazil,41307.43,9361.86
Education,Canada,18649.34,6916.6
Technology,USA,7225.97,2121.66
Technology,Australia,26589.92,13063.83
Manufacturing,Japan,38729.68,17414.47
Manufacturing,USA,11575.23,2820.05
Manufacturing,USA,31521.63,3725.69
Manufacturing,China,5182.03,2271.03
Technology,Canada,3532.4,1640.78
Manufacturing,France,27036.38,11578.35
Technology,France,27491.12,4156.11
Education,Canada,32234.07,16090.15
Education,Japan,36578.48,7441.29
Finance,Australia,48816.75,19023.01
Manufacturing,Canada,26298.72,12181.93
Education,India,16824.87,3268.65
Education,France,39964.12,18515.52
Healthcare,USA,14270.78,3193.7
Healthcare,China,22509.6,11042.43
Technology,Japan,4844.36,1029.45
Finance,Japan,2242.19,1079.33
Healthcare,Germany,48169.77,5848.67
Finance,Australia,41963.03,16101.58
Education,China,35102.74,10981.7
Technology,Japan,21038.69,6125.43
Finance,Australia,9491.42,1797.65
Healthcare,Australia,8665.42,3312.25
Education,Brazil,13261.9,2338.39
Manufacturing,Germany,27912.11,8963.6
Education,Germany,36015.2,7249.79
Healthcare,France,33349.67,16082.83
Healthcare,Germany,14716.76,1640.22
Manufacturing,France,47788.4,8596.72
Education,Japan,37156.95,7317.1
Finance,USA,28163.35,7480.95
Finance,Canada,30974.32,5980.9
Education,Australia,21560.4,6393.51
Finance,Japan,13138.82,5899.15
Education,Japan,18442.66,7097.2
Education,USA,38134.46,12660.06
Healthcare,Japan,1705.28,231.24
Technology,Brazil,6687.56,2525.2
Healthcare,India,3254.13,542.03
Finance,Australia,2995.71,1241.86
Technology,UK,42917.57,8584.49
Education,France,35479.24,9466.55
Finance,Japan,24234.52,5820.84
Manufacturing,UK,5793.87,2569.73
Finance,Japan,25089.18,3778.88
Technology,Australia,24200.12,7895.48
Technology,Germany,9486.89,1487.78
Education,China,22258.73,8501.02
Manufacturing,India,20526.73,9483.99
Education,UK,31176.65,8537.51
Manufacturing,UK,32119.59,9482.89
Manufacturing,France,3219.9,1516.47
Education,Australia,19356.02,5969.33
Finance,UK,31667.14,9343.05
Healthcare,Australia,25653.68,8499.87
Manufacturing,India,42968.0,16142.73
Technology,UK,33275.99,4750.26
Education,Brazil,8983.79,3849.05
Finance,USA,4457.87,1222.36
Manufacturing,China,32478.54,4187.76
Finance,UK,2299.05,952.9
Education,France,29703.0,7448.92
Technology,Germany,47071.28,6596.9
Manufacturing,Australia,29198.23,10321.92
Manufacturing,China,20020.33,9050.24
Finance,Canada,32521.12,14800.41
Education,UK,23454.39,11330.0
Healthcare,Canada,27735.22,12399.92
Manufacturing,China,47131.78,4753.54
Technology,Japan,19919.03,5021.52
Manufacturing,Australia,48098.34,20558.05
Manufacturing,China,45362.18,11181.83
Healthcare,Brazil,10593.77,3608.44
Healthcare,Canada,4398.7,1506.67
Education,Brazil,5938.12,1460.84
Manufacturing,China,1892.87,874.11
Manufacturing,Canada,5627.71,1695.58
Finance,Australia,34467.33,9854.68
Finance,Canada,4488.24,2239.66
Technology,France,16629.81,4945.71
Technology,Canada,42398.89,7265.44
Finance,USA,2140.32,653.29
Technology,Japan,40908.96,17411.13
Manufacturing,Australia,14810.88,6083.48
Healthcare,UK,6790.08,2820.82
Manufacturing,Germany,35140.12,13466.03
Finance,USA,31818.2,6417.32
Education,Brazil,43996.13,19570.96
Education,India,37018.48,16931.42
Finance,Japan,40370.57,7172.28
Manufacturing,Japan,14819.69,2255.29
Technology,France,9694.54,4752.67
Technology,Canada,37780.12,16900.17
Education,France,40534.9,18536.39
Finance,Canada,49534.75,22516.05
Finance,China,21218.27,6719.29
Healthcare,Brazil,19228.89,6894.72
Education,Canada,39044.24,12421.73
Finance,Brazil,17699.37,2132.47
Healthcare,Brazil,46607.11,18559.01
Technology,India,43062.22,13010.51
Education,USA,22020.71,7907.28
Education,UK,37792.68,11377.71
Finance,Australia,37972.6,11267.4
Finance,France,6053.07,1021.25
Manufacturing,China,45225.09,9564.45
Technology,India,25757.37,4212.39
Technology,Australia,41496.42,7397.42
Healthcare,India,16682.43,8160.89
Healthcare,Canada,44880.64,7236.8
Manufacturing,Germany,20070.88,4168.89
Technology,Australia,1531.04,514.79
Healthcare,Australia,45363.72,15608.36
Technology,China,5473.05,884.39
Technology,France,16646.37,6949.64
Healthcare,Japan,47553.04,19690.82
Finance,India,47579.75,9274.58
Finance,India,29098.46,6269.74
Healthcare,China,31960.02,15187.25
Manufacturing,Canada,22973.83,9884.92
Education,Canada,15367.33,5826.04
Technology,Germany,17104.56,2273.08
Education,France,33953.4,9075.94
Healthcare,USA,37866.35,12258.12
Technology,UK,39787.37,6961.38
Education,China,39691.29,11085.41
Finance,Australia,5469.1,1861.74
Manufacturing,UK,25226.59,5826.1
Education,China,3820.38,1575.44
Manufacturing,UK,27926.92,12181.16
Finance,Australia,22634.99,5193.46
Education,India,44497.5,19377.01
Healthcare,China,18194.84,2573.31
Technology,USA,6736.28,2930.9
Finance,USA,8006.59,1289.86
Manufacturing,UK,38314.02,5102.31
Manufacturing,Canada,31292.69,11162.42
Finance,Brazil,5955.01,1719.66
Healthcare,Canada,5121.23,2371.93
Healthcare,Brazil,35347.49,8669.88
Manufacturing,Australia,4565.39,980.92
Finance,Canada,41271.14,12393.48
Finance,France,35605.87,10054.33
Technology,Germany,4986.09,1185.55
Manufacturing,Japan,5157.05,1946.77
Healthcare,France,49345.34,19926.87
Education,Brazil,19339.27,8532.36
Healthcare,Brazil,19161.47,9372.69
Healthcare,Australia,40827.18,8437.45
Education,Brazil,47415.18,18323.0
Manufacturing,Germany,49314.05,12708.39
Technology,Germany,37915.53,14060.32
Healthcare,France,19436.72,5644.28
Healthcare,Brazil,5091.54,2533.09
Manufacturing,Japan,39080.2,15302.28
Manufacturing,Brazil,28361.81,13641.93
Finance,India,21786.88,9455.24
Manufacturing,China,45411.36,20941.92
Manufacturing,UK,6448.68,2745.64
Healthcare,Brazil,25138.63,7130.92
Technology,France,1556.33,312.38
Healthcare,France,23964.37,5946.23
Manufacturing,India,3758.86,406.31
Finance,France,6822.08,2112.1
Technology,China,6758.79,2041.31
Finance,France,32811.3,10174.79
Education,USA,37556.2,18387.98
Finance,Australia,29585.07,13744.68
Finance,Brazil,48146.45,7929.0
Manufacturing,France,19368.66,4794.77
Manufacturing,Germany,14999.89,4043.71
Manufacturing,Germany,43561.36,10638.26
Manufacturing,Brazil,11956.2,5014.41
Manufacturing,India,48197.9,14922.8
Finance,Australia,1595.57,524.69
Education,China,48524.06,21409.08
Manufacturing,China,3114.84,1315.62
Education,France,44666.01,6828.75
Education,Germany,26857.35,10355.28
Healthcare,France,49655.28,13614.21
Healthcare,Japan,4616.03,1005.65
Technology,France,28138.86,3376.88
Healthcare,France,48495.82,14301.41
Manufacturing,Canada,26631.79,6449.55
Education,China,31840.53,6387.38
Technology,Japan,35091.69,13260.05
Healthcare,Canada,23272.51,9490.39
Finance,UK,31750.35,6283.9
Technology,Japan,29631.4,3549.22
Manufacturing,UK,45156.74,19846.44
Education,France,3226.87,335.54
Manufacturing,Brazil,14767.2,7012.13
Manufacturing,Germany,47570.16,16699.41
Finance,Canada,44622.93,10206.99
Finance,Brazil,23327.18,4632.57
Education,India,31386.5,3251.71
Healthcare,Brazil,14591.68,2833.54
Manufacturing,Australia,10217.94,1584.71
Healthcare,Germany,23721.22,8180.65
Education,USA,18314.26,3051.49
Manufacturing,USA,29599.15,9218.71
Healthcare,Germany,4809.0,1616.05
Manufacturing,France,48745.35,10685.79
Finance,Canada,49324.33,5624.25
Finance,India,35209.92,4045.67
Technology,Germany,27268.72,3014.26
Education,France,16166.85,6396.41
Healthcare,Japan,40875.96,9287.18
Manufacturing,Australia,34551.83,14460.63
Technology,Japan,8968.23,2445.57
Education,Canada,45635.43,12832.65
Education,Japan,41304.32,12604.14
Education,France,47540.2,18313.08
Healthcare,UK,36560.26,7655.76
Finance,China,31057.34,4616.21
Technology,China,21493.91,6930.13
Healthcare,Japan,46703.7,10778.79
Manufacturing,Australia,43437.13,12031.93
Healthcare,Japan,3215.71,1153.73
Manufacturing,Japan,2291.98,682.21
Manufacturing,France,19446.7,6769.62
Education,Germany,40717.11,12935.01
Healthcare,USA,49376.53,19549.08
Finance,Germany,8370.43,3200.64
Manufacturing,Germany,30112.41,9445.54
Education,Brazil,19663.65,7306.25
Finance,Germany,48525.81,21808.65
Healthcare,India,42263.83,11534.16
Finance,India,42078.11,11155.13
Healthcare,Germany,23965.96,9722.95
Manufacturing,Australia,21326.16,7102.07
Technology,Australia,14396.95,1848.61
Technology,Japan,3762.4,1718.83
Manufacturing,India,43371.4,4871.18
Finance,India,40832.15,16306.67
Healthcare,Australia,49986.17,20170.3
Technology,Australia,49835.21,23982.92
Healthcare,Brazil,28216.15,3432.6
Manufacturing,Brazil,38680.38,13102.7
Finance,India,47293.52,12822.99
Healthcare,China,42632.72,9901.59
Finance,Australia,13120.06,1786.0
Technology,Germany,23076.66,7501.34
Healthcare,China,7328.81,2137.2
Education,France,47748.5,6771.78
Technology,Canada,30702.56,10592.25
Finance,India,12203.5,4822.59
Manufacturing,Canada,33913.33,13799.72
Education,USA,31288.28,14459.86
Healthcare,UK,18549.97,4893.27
Technology,Australia,6564.32,3158.94
Healthcare,Brazil,33907.09,15128.38
Healthcare,UK,26495.08,5791.84
Education,Canada,38843.6,6359.21
Education,Australia,26488.01,7261.84
Education,France,42756.89,11149.27
Education,India,28043.44,9262.4
Manufacturing,China,28485.96,9495.92
Finance,UK,43956.03,17582.18
Education,France,20770.66,6313.37
Technology,UK,7566.75,1073.94
Healthcare,China,2410.35,1068.55
Education,UK,38001.73,8508.81
Technology,India,31395.17,15337.14
Manufacturing,China,35499.91,5223.6
Technology,China,11435.24,5526.66
Technology,Brazil,7682.2,1047.89
Manufacturing,India,1712.69,329.55
Manufacturing,India,18178.79,2156.59
Healthcare,Japan,29905.97,11425.43
Education,China,20219.96,8899.2
Technology,India,22436.27,6139.2
Finance,UK,45303.78,21356.6
Finance,Australia,18064.52,6071.84
Healthcare,Canada,26185.48,9217.37
Finance,China,39399.0,17263.37
Healthcare,Australia,20430.6,4468.58
Education,Germany,31482.25,7609.46
Healthcare,Australia,43255.82,20000.66
Manufacturing,India,47526.51,21880.51
Manufacturing,Japan,8206.6,4026.1
Manufacturing,France,46402.79,21379.41
Manufacturing,Canada,25113.7,3790.88
Manufacturing,China,13653.98,5864.24
Manufacturing,USA,23497.65,6201.86
Manufacturing,China,49021.6,24330.43
Manufacturing,Australia,25138.29,7262.76
Manufacturing,Australia,17108.83,5501.08
Education,China,32036.64,9992.55
Manufacturing,Australia,12767.14,2919.78
Healthcare,Germany,4717.3,613.29
Education,France,7315.11,3352.22
Finance,France,7274.25,3062.97
Technology,France,8443.23,1315.55
Education,Brazil,7802.53,3204.56
Manufacturing,Japan,32402.86,11351.98
Education,Australia,9912.12,2613.41
Technology,Brazil,17937.7,3616.39
Technology,France,44942.63,19949.65
Manufacturing,China,24224.12,9206.99
Manufacturing,Australia,33710.33,10756.83
Healthcare,Brazil,9443.67,3246.99
Technology,Australia,10422.16,1421.86
Manufacturing,Germany,3002.56,869.45
Technology,Germany,9277.82,1646.63
Healthcare,Japan,14650.93,2686.3
Finance,India,9673.51,3526.2
Technology,USA,5346.42,2483.43
Healthcare,France,6911.16,1807.29
Healthcare,India,23578.16,4317.15
Healthcare,Japan,11110.35,3994.16
Education,Canada,18849.22,8453.4
Manufacturing,India,25667.45,10249.72
Technology,USA,34829.35,15586.23
Education,USA,2926.29,920.68
Technology,China,40171.11,16098.59
Education,Australia,31767.12,4956.49
Manufacturing,Germany,5006.19,1198.03
Healthcare,India,43805.35,11206.27
Technology,Brazil,46122.75,14045.22
Healthcare,India,3992.82,1883.14
Manufacturing,USA,14567.0,6551.05
Technology,USA,40503.86,6229.91
Finance,Japan,37664.72,6369.7
Finance,USA,10041.53,2440.66
Finance,India,11258.12,2435.1
Manufacturing,Japan,19153.13,6625.23
Finance,UK,24741.63,11408.62
Technology,Japan,31294.48,15175.22
Finance,France,19076.77,6895.13
Technology,USA,23664.2,10300.17
Manufacturing,China,37626.08,11667.13
Healthcare,Australia,2797.48,512.86
Education,Brazil,13369.41,4142.85
Finance,France,35954.13,11578.42
Education,France,44865.14,17810.7
Healthcare,Brazil,26072.19,4900.35
Manufacturing,France,27073.56,6695.95
Manufacturing,Australia,6251.43,1535.42
Healthcare,France,22923.21,11089.69
Education,India,27098.25,7521.88
Finance,France,12881.05,5178.67
Technology,Brazil,14192.92,5681.77
Manufacturing,India,19486.92,4018.55
Healthcare,UK,1983.49,652.07
Education,Brazil,16781.88,7681.42
Finance,India,11360.95,3295.57
Education,Australia,17047.37,8149.44
Finance,France,6868.34,1276.02
Technology,France,44635.84,5787.65
Technology,USA,30086.03,13736.73
Healthcare,France,34276.01,15049.65
Healthcare,India,39669.39,19717.11
Finance,UK,25423.67,9451.44
Finance,Japan,5259.09,2496.36
Finance,France,27318.22,11768.13
Finance,UK,29755.21,13025.96
Technology,Australia,37526.53,12295.82
Healthcare,India,22151.32,5603.08
Healthcare,Brazil,7251.43,3435.9
Manufacturing,Germany,14905.02,4066.79
Healthcare,Australia,18791.03,5929.09
Healthcare,France,32649.94,9091.24
Education,USA,28968.14,9441.51
Education,UK,18448.74,5316.96
Manufacturing,France,49339.25,5880.6
Finance,Japan,30682.97,13893.84
Manufacturing,Japan,12624.11,3506.44
Manufacturing,Australia,5987.34,2009.22
Technology,Japan,8490.1,1321.7
Healthcare,Germany,13051.93,1322.88
Technology,China,8873.39,1757.96
Healthcare,Germany,10141.78,3872.48
Manufacturing,Japan,14969.66,2090.93
Healthcare,Australia,9495.31,4401.6
Finance,USA,44941.51,8359.53
Finance,India,4931.45,896.72
Manufacturing,China,26701.06,4608.69
Education,Brazil,21109.44,2229.0
Finance,Germany,49136.55,20083.2
Manufacturing,India,6489.91,2920.55
Technology,Canada,20494.92,7084.38
Education,Brazil,48504.05,8501.79
Finance,USA,43409.85,9294.53
Manufacturing,Australia,41036.53,11915.81
Manufacturing,China,13637.24,6569.58
Technology,Australia,9373.49,1864.77
Technology,USA,33763.52,13257.53
Education,Japan,46539.42,12834.61
Finance,USA,28281.38,6197.55
Manufacturing,France,29009.02,8191.17
Education,China,14718.98,1891.13
Education,Canada,38705.15,16235.84
Technology,Germany,10165.14,2005.79
Manufacturing,France,16860.28,6578.29
Healthcare,Japan,21846.39,2781.9
Technology,Brazil,25872.91,12471.76
Manufacturing,France,12878.08,2282.07
Education,Japan,6627.0,3002.67
Education,China,30920.38,13103.73
Finance,France,15142.9,7376.77
Healthcare,Japan,29480.67,8583.48
Technology,Germany,8563.77,3348.08
Finance,UK,24575.86,6101.8
Finance,Australia,27096.88,4708.01
Healthcare,France,3539.35,981.22
Technology,China,17493.61,2909.18
Technology,Japan,7586.32,3738.67
Education,China,4105.37,568.59
Technology,Japan,49508.05,16619.09
Finance,Canada,16795.34,5888.2
Education,China,40683.85,12824.84
Technology,India,13477.39,4917.55
Healthcare,China,34393.63,5037.71
Finance,France,38251.17,12317.16
Manufacturing,France,30186.3,6486.58
Healthcare,UK,24107.23,11476.74
Healthcare,Brazil,21180.2,8574.35
Technology,UK,18094.55,8848.34
Education,Canada,46546.93,5353.94
Education,UK,41700.35,8926.1
Finance,Germany,48286.32,8603.13
Technology,Australia,7090.56,740.69
Education,India,36812.51,7249.5
Manufacturing,Australia,46978.68,17453.07
Technology,Australia,9880.42,1901.34
Technology,Canada,4258.32,1292.83
Education,France,37314.91,16983.03
Healthcare,UK,29149.18,11003.91
Technology,France,42249.61,10894.13
Healthcare,UK,7848.85,1954.27
Finance,Australia,39968.1,11282.77
Finance,France,10879.74,1858.44
Education,Germany,9019.14,3189.17
Finance,USA,9049.02,2222.99
Education,France,40914.16,18040.94
Education,Brazil,33594.66,13525.92
Healthcare,USA,26630.21,9166.26
Healthcare,China,18582.69,4565.41
Finance,Germany,43982.83,8091.64
Healthcare,India,20229.81,8303.54
Technology,Japan,41013.37,12081.05
Manufacturing,USA,22517.61,4276.09
Technology,Australia,19470.28,3467.07
Technology,UK,23671.31,3933.23
Education,India,15767.52,6478.31
Manufacturing,Germany,37632.86,7210.26
Education,France,25633.3,7963.16
Healthcare,China,12378.42,3473.61
Healthcare,Japan,45079.15,14959.26
Manufacturing,China,19810.67,8931.88
Finance,Brazil,27634.09,12355.17
Healthcare,Brazil,45417.13,12736.35
Technology,Canada,31587.66,3352.92
Manufacturing,Germany,6728.0,1820.45
Manufacturing,France,47051.77,16114.17
Healthcare,Japan,31757.69,10261.1
Healthcare,UK,17410.38,6277.04
Education,Japan,7824.33,1264.65
Education,India,39907.23,14311.29
Technology,Canada,31383.57,5431.26
Manufacturing,Japan,27139.59,10861.53
Finance,Brazil,44800.74,10556.62
Finance,UK,39641.26,15220.59
Manufacturing,USA,8432.07,1004.65
Technology,India,16274.38,4282.51
Education,France,13175.97,5033.4
Education,India,37453.37,7144.16
Education,France,2643.09,1105.11
Finance,India,28924.59,10190.48
Finance,Brazil,38360.48,12851.71
Technology,UK,43961.52,10613.17
Finance,UK,17762.01,5203.92
Healthcare,Canada,41241.61,13978.42
Finance,Brazil,6420.96,1855.56
Education,France,42476.16,16112.28
Technology,Germany,7246.94,1981.89
Manufacturing,Canada,20467.08,3702.68
Manufacturing,Germany,40067.47,7435.46
Technology,France,8345.95,853.97
Healthcare,Brazil,12233.32,2696.02
Manufacturing,Japan,36390.38,14540.4
Education,Australia,36281.79,15153.64
Manufacturing,UK,32416.23,5866.92
Manufacturing,Brazil,35003.47,16928.3
